FACILITY_ID_NUMBER,FACILITY_NAME,LATITUDE,LONGITUDE,ZONE,REGION,COUNCIL,COMMON FACILITY HEALTH NAME,ALTITUDE,FACILITY TYPE,OWNERSHIP,OPERATING_STATUS
107637-1,ST. THOMAS,-3.37234,36.6884,Northern,Arusha,Arusha City Council,,1406,Health Centre,Private,Operating
107638-9,ST. VALENTINE,-1.44977,33.9042,Lake,Mara,Rorya District Council,Komuge,,Dispensary,Faith based organization,Operating
107639-7,ST. VERONICA,-3.36668,36.67221,Northern,Arusha,Arusha City Council,,1412,Dispensary,Private,Operating
107641-3,ST. VICENT,-10.94907,34.99049,Southern,Ruvuma,Mbinga District Council,St. Vicent,1349,Dispensary,Faith based organization,Operating
107642-1,ST. VICENT DE PAUL,-7.02419,39.2976,Eastern,Pwani,Mkuranga District Council,,,Health Centre,Faith based organization,Operating
107643-9,ST. WALBURG'S,-10.33113,39.29659,Southern,Lindi,Lindi District Council,Nyangao,173,Hospital,Faith based organization,Operating
107644-7,STAFF INN,-7.7826,35.69598,Southern Highlands,Iringa,Iringa Municipal Council,staff inn,1629,Dispensary,Private,Operating
107645-4,STAHABU,-5.56317,38.90891,Northern,Tanga,Pangani District Council,,70,Dispensary,Public,Operating
107647-0,SUA,-6.85344,37.65657,Eastern,Morogoro,Morogoro Municipal Council,,572,Health Centre,Parastatal,Operating
107649-6,SUBIRA KATI,-10.71562,35.57933,Southern,Ruvuma,Songea Municipal Council,Subira kati,1029,Dispensary,Public,Operating
107650-4,SUBY,-6.800339,39.244272,Eastern,Dar es Salaam,Kinondoni Municipal Council,Suby,26,Clinic,Private,Operating
107651-2,SUDI,-10.16163,39.95636,Southern,Lindi,Lindi District Council,Sudi,31,Dispensary,Public,Operating
107652-0,SUGUTI,-1.79509,33.6433,Lake,Mara,Musoma District Council,Suguti Dispensary,1151,Dispensary,Public,Operating
107653-8,SUJI GONJANZA,-4.38533,37.9013,Northern,Kilimanjaro,Same District Council,suji gonjanza,1558,Dispensary,Public,Operating
107654-6,SUJI SDA,,,Northern,Kilimanjaro,Same District Council,suji sda,1585,Dispensary,Faith based organization,Operating
107655-3,SUKAMAHELA,-5.77736,35.0078,Central,Singida,Manyoni District Council,,,Dispensary,Public,Operating
107656-1,SUKUMA,-2.54851,32.40906,Lake,Mwanza,Sengerema District Council,Hospitali,1199,Dispensary,Public,Operating
107657-9,SUKURO,-4.04417,36.5584,Northern,Manyara,Simanjiro District Council,Sukuro,1466,Dispensary,Public,Operating
107660-3,SULU,-3.34553,33.94537,Western,Simiyu,Maswa District Council,,1226,Dispensary,Public,Operating
107661-1,SULUTI,-10.31715,36.04696,Southern,Ruvuma,Namtumbo District Council,Suluti Disp,894,Dispensary,Public,Operating
107662-9,SUMA,-9.210577,33.711734,Southern Highlands,Mbeya,Rungwe District Council,Suma,,Dispensary,Public,Operating
107663-7,SUMBAWANGA REGIONAL,-7.96641,31.614065,Southern Highlands,Rukwa,Sumbawanga Municipal Council,Sumbawanga Regional,1814,Hospital,Public,Operating
107664-5,SUMBIGU,-3.71585,33.26368,Western,Shinyanga,Shinyanga District Council,sumbigu,1193,Dispensary,Public,Operating
107665-2,SUMBUGU,-2.86505,32.95206,Lake,Mwanza,Misungwi District Council,Sumbugu,1160,Dispensary,Public,Operating
107666-0,SUMVE DDH,-2.75128,33.22918,Lake,Mwanza,Kwimba District Council,,1249,Hospital,Faith based organization,Operating
107667-8,SUN PIO,-3.45488,31.9153,Lake,Geita,Bukombe District Council,Mission,1237,Dispensary,Faith based organization,Operating
107668-6,SUNGA,-4.52776,38.2371,Northern,Tanga,Lushoto District Council,,,Dispensary,Public,Operating
107669-4,SUNGO,-3.655783,37.665186,Northern,Kilimanjaro,Mwanga District Council,Sungo,,Dispensary,Public,Operating
107670-2,SUNGU,-3.52561,34.62074,Western,Simiyu,Meatu District Council,,1344,Dispensary,Public,Operating
107671-0,SUNGWI,-7.04361,38.9755,Eastern,Pwani,Kisarawe District Council,Sungwi,264,Dispensary,Public,Operating
107672-8,SUNGWIZI,-4.45486,33.5353,Western,Tabora,Igunga District Council,Sungwizi Dispensary,1253,Dispensary,Public,Operating
107674-4,SUNJI,-9.541097,34.354621,Southern Highlands,Njombe,Makete District Council,,2157,Dispensary,Faith based organization,Operating
107677-7,SUN SHINE MUSLIM VOLUNTEERS,-6.82805,39.261851,Eastern,Dar es Salaam,Ilala Municipal Council,SMV,32,Health Centre,Faith based organization,Operating
107678-5,SUNSI,-2.136,33.2122,Lake,Mara,Bunda District Council,SUNSI,1162,Dispensary,Public,Operating
107679-3,SUNUKA,-5.34924,29.78476,Western,Kigoma,Uvinza District Council,Sunuka Dispensary,788,Dispensary,Public,Operating
107680-1,SUNYA,-5.31824,36.56769,Northern,Manyara,Kiteto District Council,,1519,Health Centre,Public,Operating
107681-9,SUNZULA,-2.881,33.31313,Western,Simiyu,Itilima District Council,Sunzula.,1315,Dispensary,Public,Operating
107683-5,SURA,-3.37154,36.8593,Northern,Arusha,Meru District Council,,1650,Dispensary,Public,Operating
107684-3,SURUBU,-1.4473,34.2276,Lake,Mara,Tarime District Council,SURUBU,1297,Dispensary,Public,Operating
107685-0,SURVEY,-6.773947,39.222077,Eastern,Dar es Salaam,Kinondoni Municipal Council,Survey,46,Dispensary,Private,Operating
107687-6,SUWA,-5.701075,38.202732,Northern,Tanga,Handeni District Council,suwa,534,Dispensary,Public,Operating
107688-4,SWAILA,-7.95136,30.8405,Southern Highlands,Rukwa,Nkasi District Council,Swaila,,Dispensary,Public,Operating
107689-2,SWAYA,-8.951041,33.444955,Southern Highlands,Mbeya,Mbeya District Council,Swaya,1667,Dispensary,Public,Operating
107690-0,SWAYA,-9.06919,33.50435,Southern Highlands,Mbeya,Rungwe District Council,Swaya,,Dispensary,Public,Operating
107696-7,TABATA A,-6.83031,39.2265,Eastern,Dar es Salaam,Ilala Municipal Council,Tabata Shule,,Dispensary,Public,Operating
107698-3,TABATA GENERAL,-6.845039,39.19533,Eastern,Dar es Salaam,Ilala Municipal Council,Tabata General Hospital and Cancer Center,78,Hospital,Private,Operating
107699-1,TABATA NBC,-6.83634,39.2126,Eastern,Dar es Salaam,Ilala Municipal Council,Kwa Malechela,38,Dispensary,Public,Operating
107700-7,TABORA B,-1.831266,34.797013,Lake,Mara,Serengeti District Council,Tabora Dispensary,1654,Dispensary,Public,Operating
107701-5,TABORA BOYS,-5.04229,32.81538,Western,Tabora,Tabora Municipal Council,,,Dispensary,Public,Operating
107703-1,TABORA REGIONAL,-5.02665,32.8073,Western,Tabora,Tabora Municipal Council,Kitete Regional,,Hospital,Public,Operating
107705-6,TACKFORD,-6.83865,39.2419,Eastern,Dar es Salaam,Ilala Municipal Council,Tackford,43,Dispensary,Private,Operating
107706-4,TAE,-4.33775,37.8946,Northern,Kilimanjaro,Same District Council,Tae,1585,Dispensary,Public,Operating
107714-8,TAG-MANZASE B,-6.80444,39.22895,Eastern,Dar es Salaam,Kinondoni Municipal Council,TAG Manzese B,51,Dispensary,Faith based organization,Operating
107715-5,TAIFO,-10.94521,34.9962,Southern,Ruvuma,Mbinga District Council,Bwalo,1325,Dispensary,Private,Operating
107716-3,TAIFO TEGETA,-6.66711,39.17662,Eastern,Dar es Salaam,Kinondoni Municipal Council,,61,Dispensary,Faith based organization,Operating
107718-9,TYMA,-6.45887,38.3281,Eastern,Pwani,Bagamoyo District Council,Tyma Dispensary,270,Dispensary,Private,Operating
107719-7,TALAGA,-2.5601,33.27907,Lake,Mwanza,Kwimba District Council,Talaga,1223,Dispensary,Public,Operating
107720-5,TALAWANDA,-6.49258,38.46635,Eastern,Pwani,Bagamoyo District Council,Talawanda Disp,157,Dispensary,Public,Operating
107722-1,TAMASENGA,-8.136599,31.670927,Southern Highlands,Rukwa,Sumbawanga Municipal Council,Tamasenga,1908,Dispensary,Public,Operating
107723-9,TAMAU,-2.12219,33.8338,Lake,Mara,Bunda District Council,Tamau,0,Dispensary,Public,Operating
107724-7,TAMBALALE,-4.62851,33.5322,Western,Tabora,Igunga District Council,Tambalale Dispensary,1222,Dispensary,Public,Operating
107726-2,TAMBI,-6.40633,36.6767,Central,Dodoma,Mpwapwa District Council,,927,Dispensary,Public,Operating
107729-6,TAMOTA,-5.59491,37.5482,Northern,Tanga,Kilindi District Council,Tamota,743,Dispensary,Public,Operating
107730-4,TAMOTA,-5.076256,38.392062,Northern,Tanga,Korogwe District Council,,,Dispensary,Public,Operating
107731-2,TAMOTA,-4.93802,38.49394,Northern,Tanga,Bumbuli District Council,Tamota,1093,Health Centre,Public,Operating
107733-8,TAMTA STR. 1,-5.07483,39.10195,Northern,Tanga,Tanga City Council,Tamta Street One,30,Dispensary,Private,Operating
107734-6,TANANGOZI,-7.72286,35.53123,Southern Highlands,Iringa,Iringa District Council,Tanangozi,1456,Dispensary,Public,Operating
107735-3,TANANGOZI,,,Eastern,Morogoro,Kilosa District Council,,,Dispensary,Private,Operating
107736-1,TANDAHIMBA,-10.7539,39.6392,Southern,Mtwara,Tandahimba District Council,,,Hospital,Public,Operating
107737-9,TANDALA,-4.955677,36.017738,Central,Dodoma,Chemba District Council,TANDALA,1343,Dispensary,Public,Operating
107738-7,TANDALE,-6.79664,39.23774,Eastern,Dar es Salaam,Kinondoni Municipal Council,Tandale,31,Dispensary,Public,Operating
107739-5,TANDALE RC,-6.79704,39.24109,Eastern,Dar es Salaam,Kinondoni Municipal Council,Tandale RC,28,Clinic,Faith based organization,Operating
107741-1,TANESCO KIDATU,-7.67,36.96,Eastern,Morogoro,Kilombero District Council,Kidatu,,Dispensary,Parastatal,Operating
107742-9,TANESCO KIHANSI,,,Eastern,Morogoro,Kilombero District Council,Kihansi,,Dispensary,Public,Operating
107743-7,TANGA,-10.56044,35.66962,Southern,Ruvuma,Songea Municipal Council,Shule ya tanga,1063,Dispensary,Public,Operating
107744-5,TANGA CENTRAL,-5.07961,39.1053,Northern,Tanga,Tanga City Council,Tanga Central,28,Health Centre,Private,Operating
107747-8,TANGA MEDICARE,-5.07053,39.10316,Northern,Tanga,Tanga City Council,Tanga Medicare,28,Health Centre,Private,Operating
107750-2,TANGANYIKA,-9.15,35.56,Eastern,Morogoro,Kilombero District Council,,,Dispensary,Faith based organization,Operating
107751-0,TANGANYIKA MASAGATI,-8.9,36.72,Eastern,Morogoro,Kilombero District Council,,,Dispensary,Public,Operating
107754-4,TANGAZO,-10.461149,40.321754,Southern,Mtwara,Mtwara District Council,,23,Dispensary,Public,Operating
107755-1,TANGENI,-6.94235,37.6166,Eastern,Morogoro,Mvomero District Council,,,Dispensary,Public,Operating
107756-9,TANGENI MISSION,,,Eastern,Morogoro,Mvomero District Council,,,Dispensary,Faith based organization,Operating
107758-5,TANICA,-1.35039,31.81409,Lake,Kagera,Bukoba Municipal Council,,1135,Dispensary,Parastatal,Operating
107759-3,TANWAT,-9.293393,34.778711,Southern Highlands,Njombe,Njombe Town Council,Tanwart Hospital,1671,Hospital,Parastatal,Operating
107760-1,TANZANIA ADVENTIST CLINIC,-3.32587,36.8803,Northern,Arusha,Meru District Council,,1366,Dispensary,Faith based organization,Operating
107761-9,TANZANIA BREWERIES,-2.47544,32.9036,Lake,Mwanza,Ilemela Municipal Council,,,Dispensary,Parastatal,Operating
107762-7,TANZANIA BREWERIES,-6.8234,39.26735,Eastern,Dar es Salaam,Ilala Municipal Council,TBL Clinic,27,Dispensary,Parastatal,Operating
107766-8,TANZANIA METHODIST,-6.83413,39.24755,Eastern,Dar es Salaam,Ilala Municipal Council,TMC,43,Health Centre,Private,Operating
107768-4,TAPIKA,,,Eastern,Pwani,Rufiji District Council,,,Dispensary,Public,Operating
107770-0,TARAKEA,-3.003267,37.564824,Northern,Kilimanjaro,Rombo District Council,Tarakea Health Centre,1657,Health Centre,Public,Operating
107771-8,TARAKEA RC,-3.21938,37.62086,Northern,Kilimanjaro,Rombo District Council,Tarakea Rc Dispensary,1659,Dispensary,Faith based organization,Operating
107772-6,TARANGIRE,-3.75304,35.97075,Northern,Manyara,Babati District Council,Tarangire,1026,Dispensary,Parastatal,Operating
107773-4,TARIME,-1.34384,34.37951,Lake,Mara,Tarime Town Council,Mzarif Dispensary,1422,Dispensary,Private,Operating
107774-2,TARIME GOODWIL,-1.34747,34.383,Lake,Mara,Tarime Town Council,Dr. Winani,,Health Centre,Private,Operating
107778-3,TATANDA,-8.49647,31.50463,Southern Highlands,Rukwa,Kalambo District Council,,1778,Dispensary,Public,Operating
107781-7,TAWALA,-10.9252,39.401,Southern,Mtwara,Newala District Council,Tawala,711,Dispensary,Public,Operating
107782-5,TAWETA,-9.0216,35.6066,Eastern,Morogoro,Kilombero District Council,,,Dispensary,Faith based organization,Operating
107784-1,TAWI,-8.27714,38.8562,Eastern,Pwani,Rufiji District Council,,,Dispensary,Public,Operating
107785-8,TAYMA AKUDO,-6.867359,39.223569,Eastern,Dar es Salaam,Ilala Municipal Council,Akudo,51,Dispensary,Private,Operating
107789-0,TAYODEA,-5.07342,39.10408,Northern,Tanga,Tanga City Council,Hindu Mandal,33,Dispensary,Private,Operating
107790-8,TAZARA,-8.92892,33.4158,Southern Highlands,Mbeya,Mbeya City Council,,,Dispensary,Parastatal,Operating
107791-6,TAZARA,-8.7861,35.7968,Eastern,Morogoro,Kilombero District Council,,,Dispensary,Parastatal,Operating
107792-4,TAZARA KARAKANA,-6.84969,39.2364,Eastern,Dar es Salaam,Ilala Municipal Council,,,Dispensary,Parastatal,Operating
107795-7,TCHENZEMA,-7.10373,37.584,Eastern,Morogoro,Mvomero District Council,tchenzema,,Dispensary,Public,Operating
107798-1,TEGERUKA,-1.75256,33.7346,Lake,Mara,Musoma District Council,,,Dispensary,Public,Operating
107799-9,TEGETA,-6.66459,39.19244,Eastern,Dar es Salaam,Kinondoni Municipal Council,Tegeta,31,Dispensary,Public,Operating
107800-5,TEGETA MISSION,-6.66779,39.19209,Eastern,Dar es Salaam,Kinondoni Municipal Council,tegeta mission disp,38,Dispensary,Faith based organization,Operating
107804-7,TELLA,-3.30669,37.39507,Northern,Kilimanjaro,Moshi District Council,,1178,Dispensary,Public,Operating
107806-2,TEMEKE,-6.8574,39.2618,Eastern,Dar es Salaam,Temeke Municipal Council,,33,Hospital,Public,Operating
107807-0,TENENDE,-9.550997,33.89133,Southern Highlands,Mbeya,Kyela District Council,,492,Dispensary,Public,Operating
107808-8,TENTULA,-8.05479,31.9052,Southern Highlands,Rukwa,Sumbawanga District Council,,,Dispensary,Public,Operating
107809-6,TERRAT,-3.94764,36.68623,Northern,Arusha,Arusha City Council,,,Dispensary,Public,Operating
107810-4,TERRAT,-3.88118,36.5877,Northern,Manyara,Simanjiro District Council,,,Dispensary,Public,Operating
107811-2,TERRAT ROAD,-3.38132,36.686,Northern,Arusha,Arusha City Council,,,Dispensary,Private,Operating
107814-6,TEWE,-5.020225,38.457809,Northern,Tanga,Korogwe District Council,TEWE,1161,Dispensary,Public,Operating
107815-3,TEWE,,,Northern,Tanga,Lushoto District Council,,,Dispensary,Public,Operating
107816-1,THAWI,-4.894763,35.769629,Central,Dodoma,Kondoa District Council,,1414,Dispensary,Public,Operating
107817-9,THEMI,-3.39838,36.70107,Northern,Arusha,Arusha City Council,,1321,Health Centre,Public,Operating
107818-7,THEMI YA SIMBA,-3.58101,36.78534,Northern,Arusha,Arusha District Council,,983,Dispensary,Public,Operating
107823-7,TIEGSAMI BUGURUNI SOKONI,-6.83641,39.24712,Eastern,Dar es Salaam,Ilala Municipal Council,Tiegisami sokoni,,Dispensary,Private,Operating
107824-5,TIEGSAMI MISSION,-6.855317,39.255846,Eastern,Dar es Salaam,Temeke Municipal Council,,,Dispensary,Private,Operating
107826-0,TIKAYA,-6.9565,39.10846,Eastern,Dar es Salaam,Ilala Municipal Council,Tikaya,97,Health Centre,Private,Operating
107827-8,TINDE,-3.87068,33.19547,Western,Shinyanga,Shinyanga District Council,Tinde,1180,Health Centre,Public,Operating
107828-6,TINDIGA,,,Eastern,Morogoro,Kilosa District Council,,,Dispensary,Public,Operating
107829-4,TINDIGANI,-3.432795,37.142162,Northern,Kilimanjaro,Hai District Council,,,Dispensary,Public,Operating
107830-2,TINDIGANI MATERNITY HOME,-3.382487,37.33911,Northern,Kilimanjaro,Moshi Municipal Council,Tindigani Maternity Home,790,Clinic,Private,Operating
107832-8,TINGATINGA,-2.97731,36.95691,Northern,Arusha,Longido District Council,tingatinga,1225,Dispensary,Public,Operating
107833-6,TINGI,-11.31487,35.05787,Southern,Ruvuma,Nyasa District Council,Tingi Mission,1217,Dispensary,Faith based organization,Operating
107835-1,TINGINYA,-10.78031,37.96217,Southern,Ruvuma,Tunduru District Council,Tinginya Disp,383,Dispensary,Public,Operating
107836-9,TIPTOP,-6.799969,39.229783,Eastern,Dar es Salaam,Kinondoni Municipal Council,Tip Top Manzese,41,Dispensary,Private,Operating
107837-7,TITYE,-4.675228,30.295053,Western,Kigoma,Kasulu District Council,Zahanati ya Titye,1139,Dispensary,Public,Operating
107838-5,TKS,-6.80408,39.2541,Eastern,Dar es Salaam,Kinondoni Municipal Council,TKS,,Dispensary,Private,Operating
107839-3,TLAWI,-3.55282,35.28588,Northern,Manyara,Mbulu District Council,Tlawi,1980,Health Centre,Faith based organization,Operating
107840-1,TLOMA,-3.311363,35.671239,Northern,Arusha,Karatu District Council,Tloma dispensary,1631,Dispensary,Public,Operating
107841-9,TM,-6.808728,39.237493,Eastern,Dar es Salaam,Kinondoni Municipal Council,TM,31,Dispensary,Private,Operating
107843-5,TMC,-5.02534,32.80729,Western,Tabora,Tabora Municipal Council,Tabora Menonate,,Dispensary,Faith based organization,Operating
107845-0,TMC DISP,-6.338681,31.077913,Southern Highlands,Katavi,Mpanda Town Council,TMC,1089,Dispensary,Faith based organization,Operating
107847-6,TMC MKUYUNI,-2.56017,32.91372,Lake,Mwanza,Nyamagana Municipal Council,TMC Mkuyuni,1140,Dispensary,Faith based organization,Operating
107850-0,TMJ,-6.767244,39.260774,Eastern,Dar es Salaam,Kinondoni Municipal Council,TMJ HOSP,40,Hospital,Private,Operating
107855-9,TOANGOMA,-6.936435,39.311574,Eastern,Dar es Salaam,Temeke Municipal Council,,78,Dispensary,Public,Operating
107856-7,TOGOTWE,-4.86861,38.4656,Northern,Tanga,Bumbuli District Council,Togotwe,1188,Dispensary,Public,Operating
107857-5,TOHS,-8.91135,33.4674,Southern Highlands,Mbeya,Mbeya City Council,TOHS,,Dispensary,Private,Operating
107860-9,TOHS OSTERBAY,-6.76825,39.27433,Eastern,Dar es Salaam,Kinondoni Municipal Council,TOHS Oysterbay,15,Clinic,Private,Operating
107861-7,TOLOHA,-3.71499,37.79058,Northern,Kilimanjaro,Mwanga District Council,Toloha,718,Dispensary,Public,Operating
107863-3,TONGONI,-5.21242,39.05972,Northern,Tanga,Tanga City Council,Tongoni,28,Dispensary,Public,Operating
107864-1,TONGONI JWTZ,,,Northern,Tanga,Tanga City Council,Tongoni JWTZ,50,Dispensary,Public,Operating
107865-8,TONGWE,-5.11442,38.71214,Northern,Tanga,Muheza District Council,Tongwe,260,Dispensary,Public,Operating
107867-4,TOSAMAGANGA,-7.81133,35.6038,Southern Highlands,Iringa,Iringa District Council,Ipamba hospital,1538,Hospital,Faith based organization,Operating
107868-2,TOTAL CARE,-3.39064,36.70467,Northern,Arusha,Arusha City Council,,1367,Health Centre,Private,Operating
107871-6,TOWN,-5.02744,32.784,Western,Tabora,Tabora Municipal Council,,,Dispensary,Public,Operating
107872-4,TOWN,-9.99909,39.71486,Southern,Lindi,Lindi Municipal Council,Zahanati Ya Mji,20,Health Centre,Public,Operating
107873-2,TOWN CLINIC,-6.349445,31.066106,Southern Highlands,Katavi,Mpanda Town Council,Town,1072,Health Centre,Public,Operating
107874-0,TPC,-3.52841,37.3242,Northern,Kilimanjaro,Moshi District Council,,730,Hospital,Private,Operating
107877-3,TPM,-6.77088,39.27022,Eastern,Dar es Salaam,Kinondoni Municipal Council,Chinese Clinic,12,Dispensary,Private,Operating
107878-1,TRAFFIC POLICE,-6.82427,39.26481,Eastern,Dar es Salaam,Ilala Municipal Council,Traffic,12,Dispensary,Public,Operating
107880-7,TANZANIA RAILWAYS CORPORATION (TRC),-6.82656,39.27888,Eastern,Dar es Salaam,Ilala Municipal Council,Zahanati ya Reli Gerezani,32,Dispensary,Parastatal,Operating
107882-3,TRC,-6.8196,37.68085,Eastern,Morogoro,Morogoro Municipal Council,,502,Dispensary,Parastatal,Operating
